uuid,description,content_en,message_type,title_en,content_ar,title_ar
7dbd6748ddf0401fa483b4104510d92c,Listing_Booking_Started_Amigo_Whatsapp,Booking ${entity_key} for Listing ${listing_encoded_id} on your car ${cargroup_name} ${license} scheduled to start at ${starts_at} has now been picked up by Customer ${customer_name}.,WHATSAPP,,حجز ${entity_key} لإدراج ${listing_encoded_id} على سيارتك ${cargroup_name}  {license} المقرر أن تبدأ في ${starts_at} قد اختارها العميل ${customer_name},
088320bdcc794939932a64a8bca50405,listing_cancellation,Your Zoomcar listing (${entity_key}) has been cancelled${cancellation_charge_text}.,IOS_PN,Listing cancellation,تم إلغاء قائمة $Zoomcar (${entity_key}) {cancellation_charge_text}. ,إلغاء الإدراج
a6ccad1aa2ed40a793c21cfbcc68912c,listing_cancellation,Your Zoomcar listing (${entity_key}) has been cancelled${cancellation_charge_text}.,ANDROID_PN,Listing cancellation,تم إلغاء قائمة $Zoomcar (${entity_key}) {cancellation_charge_text}. ,إلغاء الإدراج
047c4cfae3a3496bb8823a8e95640dbb,listing_cancellation,Your Listing (${entity_key}) has been successfully cancelled${cancellation_charge_text}. Details are - ${cargroup_name} ${license} at ${location_address} from ${starts_at} to ${ends_at}. - Team Zoomcar Host,SMS,,تم إلغاء قائمتك (${entity_key}) بنجاح ${cancellation_charge_text}. التفاصيل - ${cargroup_name}$ {license} في ${location_address} من ${starts_at} إلى ${ends_at}. - فريق Zoomcar Host ,
7dd0835a3c164c93aa77b2ab91769a35,listing_car_not_ready,Your Listing (${entity_key}) is about to start soon from ${starts_at} however the car is not marked ready.,ANDROID_PN,Listing car not ready,قائمتك (${entity_key}) على وشك البدء قريبًا من ${starts_at} ولكن السيارة غير جاهزة. ,قائمة السيارة غير جاهزة
5b5e8f8c8f534b17b9ca52c3dad6bad9,listing_car_not_ready,Your Listing (${entity_key}) is about to start soon however the car is ${reason}. Kindly hurry up to avoid any fines. ${cargroup_name} ${license} at ${location_address} from ${starts_at} to ${ends_at}. - Team Zoomcar Host,SMS,,قائمتك (${entity_key}) على وشك البدء قريبًا ولكن السيارة ${reason}. يرجى الإسراع في تجنب أي غرامات. ${cargroup_name}  {license} في ${location_address} من ${starts_at} إلى ${ends_at}. -  فريق Zoomcar Host ,
0780a837feb74e2f858bbb128099fcfc,Listing_car_not_ready_alert_Amigo_V2,"Your Listing ${entity_key} is about to start at ${starts_at}, however, the car is ${reason}. Please note, if the checklist is not filled by the listing start time, the listing will be auto cancelled, and respective cancellation charges would be levied. Kindly hurry up to avoid any fines. ${cargroup_name} ${license} at ${location_address} from ${starts_at} to ${ends_at}.- Team Zoomcar Host",WHATSAPP,,قائمتك ${entity_key} على وشك أن يبدأ في ${starts_at}، ومع ذلك، السيارة ${reason}. يرجى ملاحظة أنه إذا لم يتم ملء قائمة التحقق بحلول وقت بدء القائمة، فسيتم إلغاء القائمة تلقائيًا، وسيتم فرض رسوم الإلغاء ذات الصلة. يرجى الإسراع في تجنب أي غرامات. ${cargroup_name}  {license} في ${location_address} من ${starts_at} إلى ${ends_at} . -  فريق Zoomcar Host ,
4d63308d7ccb436ab9a6cbeadfd76394,Listing_Checklist_Changes_Alert_Amigo_SMS,"Hey Zoomcar Host! Whenever a listing is created, the listing start checklist needs to be filled within the 12 hours window, which starts 12 hours before the listing start time, and ends at the listing start time. Please note that going forward, if the listing start checklist is not filled within this 12 hours window, the listing will get auto cancelled and respective cancellation charges would be levied - Team Zoomcar Host",SMS,,مرحبا يا صاح! عندما يتم إنشاء قائمة، يجب ملء قائمة التحقق من بدء القائمة في غضون 12 ساعة، والتي تبدأ قبل 12 ساعة من وقت بدء القائمة، وتنتهي في وقت بدء القائمة. يرجى ملاحظة أنه من الآن فصاعدًا، إذا لم يتم ملء قائمة التحقق من بدء الإدراج في غضون 12 ساعة، فسيتم إلغاء القائمة تلقائيًا وسيتم فرض رسوم الإلغاء ذات الصلة - فريق Zoomcar Host ,
7d3e333238a0432ea86850e8f8fc723a,listing_checklist_reminder,"Hi ${associate_name}, this is to keep you informed that whenever a listing is created, the listing start checklist needs to be filled within the 12 hrs window, which starts 12 hours before the listing start time and ends at the listing start time. Please note that if it is not filled within this 12 hours window, the listing will get auto-canceled and respective cancellation charges would be levied -Team Zoomcar Host",WHATSAPP,,مرحبًا ${associate_name}، هذا لإعلامك بأنه كلما تم إنشاء قائمة، يجب ملء قائمة التحقق من بدء القائمة في غضون 12 ساعة، والتي تبدأ قبل 12 ساعة من وقت بدء القائمة وتنتهي في وقت بدء القائمة. يرجى ملاحظة أنه إذا لم يتم ملؤها خلال نافذة الـ 12 ساعة هذه، فسيتم إلغاء القائمة تلقائيًا وسيتم فرض رسوم الإلغاء ذات الصلة - فريق Zoomcar Host ,
52b0010dfa6743eeabff8ced5ebf1c30,listing_creation,Your Listing has been confirmed for ${cargroup_name} ${license} from ${location_address},IOS_PN,Listing creation,تم تأكيد قائمتك لـ ${cargroup_name} $ {License} من ${location_address} ,إنشاء القائمة
257ae8f9a4844fecbe3ef599611dd522,listing_creation,Your Listing has been confirmed for ${cargroup_name} ${license} from ${location_address},ANDROID_PN,Listing creation,تم تأكيد قائمتك لـ ${cargroup_name} $ {License} من ${location_address} ,إنشاء القائمة
4edb2f76bf8d4a208861a75d5f6a8364,listing_delayed,Your Zoomcar Listing (${entity_key}) has not been made live yet. Late fee of ${late_fee} has been applied as the car ${cargroup_name} ${license} was not made available for the listing on time.,ANDROID_PN,Listing delayed,لم يتم نشر قائمة Zoomcar الخاصة بك (${entity_key})  حتى الآن. تم تطبيق الرسوم المتأخرة البالغة ${late_fee} نظرًا لعدم إتاحة السيارة ${cargroup_name}  {License} للإدراج في الوقت المحدد. ,قائمة تأخير
57a9c15bd2e647f8a49450ad63e94a49,listing_delayed,Your Zoomcar Listing (${entity_key}) has not been made live yet. Late fee of ${late_fee} has been applied as the car ${cargroup_name} ${license} was not made available for the listing on time.,IOS_PN,Listing delayed,لم يتم نشر قائمة Zoomcar الخاصة بك (${entity_key})  حتى الآن. تم تطبيق الرسوم المتأخرة البالغة ${late_fee} نظرًا لعدم إتاحة السيارة ${cargroup_name}  {License} للإدراج في الوقت المحدد. ,قائمة تأخير
8e6970fd40e4489d83ae4ee19e81af86,listing_delayed,"Your Listing (${entity_key}) has not been made live yet. Late fee of Rs ${late_fee} has been applied for ${late_hours} hours,  for your car ${cargroup_name} ${license} at ${location_address} from ${starts_at} to ${ends_at}. - Team Zoomcar Host",SMS,,لم يتم نشر قائمتك (${entity_key}) حتى الآن. تم تطبيق الرسوم المتأخرة البالغة ريال سعودي ${late_fee} لمدة ${late_hours} ساعة، لسيارتك ${cargroup_name}  {License} بسعر ${location_address} من ${starts_at} إلى ${ends_at}. -  فريق Zoomcar Host ,
39bf2e4567814269b366297dfaa47bca,listing_ends_early,We recommend to extend your listing to end after ${min_end_time}. Most Zoomcar users prefer to return cars early in morning. It gives you a higher chance of getting longer duration bookings & increases your revenue.,ANDROID_PN,Listing ends early,نوصي بتمديد قائمتك حتى تنتهي بعد ${min_end_time}. يفضل معظم مستخدمي Zoomcar إعادة السيارات في الصباح الباكر. يمنحك فرصة أكبر للحصول على حجوزات طويلة المدة ويزيد من إيراداتك.,القائمة تنتهي في وقت مبكر
a1fdd7223eb14922bc3ab7592f683d50,listing_ends_early,We recommend to extend your listing to end after ${min_end_time}. Most Zoomcar users prefer to return cars early in morning. It gives you a higher chance of getting longer duration bookings & increases your revenue.,IOS_PN,Listing ends early,نوصي بتمديد قائمتك حتى تنتهي بعد ${min_end_time}. يفضل معظم مستخدمي Zoomcar إعادة السيارات في الصباح الباكر. يمنحك فرصة أكبر للحصول على حجوزات طويلة المدة ويزيد من إيراداتك.,القائمة تنتهي في وقت مبكر
c057127e53394e78bddbc7d3f82b8cde,listing_ends_weekend,"End your listing after Monday morning ${monday_ends}, to increase chance of getting longer duration bookings, and increase your revenue.",IOS_PN,Listing ends weekend,قم بإنهاء قائمتك بعد يوم الاثنين صباحًا ${monday_ends}، لزيادة فرصة الحصول على حجوزات أطول، وزيادة أرباحك. ,القائمة تنتهي عطلة نهاية الأسبوع
f4cf7b51f4574b97ada52fb9b583b1a0,listing_ends_weekend,"End your listing after Monday morning ${monday_ends}, to increase chance of getting longer duration bookings, and increase your revenue.",ANDROID_PN,Listing ends weekend,قم بإنهاء قائمتك بعد يوم الاثنين صباحًا ${monday_ends}، لزيادة فرصة الحصول على حجوزات أطول، وزيادة أرباحك. ,القائمة تنتهي عطلة نهاية الأسبوع
f95c2ba1b1b5499c9b4392b0eaad7c80,Listing_NoShow_Cancelled_Amigo_whatsapp_V2,Your Listing (${entity_key}) has been cancelled as the car was not made available for the listing. ${no_show_charge_text}. Details are - ${cargroup_name} ${license} at ${location_address} from ${starts_at} to ${ends_at}.- Team Zoomcar Host,WHATSAPP,,تم إلغاء قائمتك (${entity_key}) لأن السيارة لم يتم توفيرها للإدراج. {no_show_charge_text} دولار. التفاصيل - ${cargroup_name} ${License} في ${location_address} من ${starts_at} إلى ${ends_at} .-  فريق Zoomcar Host ,
dcb12daed9904927adc8f0cc9aa8b802,listing_no_show_cancellation,Your Zoomcar Listing (${entity_key}) has been cancelled as the car was not made available for the listing.${no_show_charge_text},IOS_PN,Listing no show cancellation,تم إلغاء قائمة Zoomcar الخاصة بك (${entity_key})  لأن السيارة لم يتم توفيرها للإدراج. ${no_show_charge_text} ,إدراج عدم إلغاء العرض
9c25dd214f3243719f502748f1e36ac1,listing_no_show_cancellation,Your Zoomcar Listing (${entity_key}) has been cancelled as the car was not made available for the listing.${no_show_charge_text},ANDROID_PN,Listing no show cancellation,تم إلغاء قائمة Zoomcar الخاصة بك (${entity_key})  لأن السيارة لم يتم توفيرها للإدراج. ${no_show_charge_text} ,إدراج عدم إلغاء العرض
b4cc4e2cda3b49b2ad12a81b06703ca3,listing_no_show_cancellation,Your Listing (${entity_key}) has been cancelled as the car was not made available for the listing.${no_show_charge_text} Details are - ${cargroup_name} ${license} at ${location_address} from ${starts_at} to ${ends_at}. - Team Zoomcar Host,SMS,,تم إلغاء قائمتك (${entity_key}) لأن السيارة لم يتم توفيرها للإدراج. ${no_show_charge_text} التفاصيل - ${cargroup_name} ${License} في ${location_address} من ${starts_at} إلى ${ends_at}. - فريق Zoomcar Host ,
bd838e0fc7ce4103a87fcf9b7375b4ee,listing_reschedule,Your Zoomcar listing (${entity_key}) has been rescheduled${reschedule_charge_text}.,ANDROID_PN,Listing reschedule,تمت إعادة جدولة قائمة Zoomcar (${entity_key})$ {reschedule_charge_text}. ,إعادة جدولة الإدراج
87f6460d23d443be8890787b5b8e65ff,listing_reschedule,Your Zoomcar listing (${entity_key}) has been rescheduled${reschedule_charge_text}.,IOS_PN,Listing reschedule,تمت إعادة جدولة قائمة Zoomcar (${entity_key})$ {reschedule_charge_text}. ,إعادة جدولة الإدراج
edb34d5612a2412aac45797cf5d6c910,listing_reschedule,Your Listing (${entity_key}) has been successfully rescheduled${reschedule_charge_text}. Updated details are - ${cargroup_name} ${license} at ${location_address} from ${starts_at} to ${ends_at}. - Team Zoomcar Host,SMS,,تمت إعادة جدولة قائمتك (${entity_key}) بنجاح ${reschedule_charge_text} التفاصيل المحدّثة هي - ${cargroup_name} $ {License} في ${location_address} من ${starts_at} إلى ${ends_at}. - فريق Zoomcar Host ,
a28cf91153bc4071a92311a784d6c7d9,listing_starts_in_an_hour,Your Listing (${entity_key}) is about to start from ${starts_at},IOS_PN,Listing starts in an hour,قائمتك (${entity_key}) على وشك أن تبدأ من ${starts_at},القائمة تبدأ في ساعة
398a5610461e429397ecb6cc17cd3d49,listing_starts_in_an_hour,Your Listing (${entity_key}) is about to start from ${starts_at},ANDROID_PN,Listing starts in an hour,قائمتك (${entity_key}) على وشك أن تبدأ من ${starts_at},القائمة تبدأ في ساعة
259663c67bf24e9d970d0453568277e3,listing_starts_in_an_hour,Your Listing (${entity_key}) is about to start for ${cargroup_name} ${license} at ${location_address} from ${starts_at} to ${ends_at}. Kindly keep the car ready. - Team Zoomcar Host,SMS,,قائمتك (${entity_key}) على وشك البدء مقابل ${cargroup_name} ${License} في ${location_address} من ${starts_at} إلى ${ends_at}. يرجى إبقاء السيارة جاهزة. - فريق Zoomcar Host ,
823c2539371846228b99c58f69d7a6c9,Listing_starts_in_an_hour_alert_Amigo_Whatsapp_V2,Your Listing ${entity_key} for ${cargroup_name} ${license} will start in an hour at ${location_address}. We hope that the car is ready and parked at the correct location.- Team Zoomcar Host,WHATSAPP,,ستبدأ قائمتك ${entity_key}  لـ ${cargroup_name}  {License} في غضون ساعة في ${location_address}. نأمل أن تكون السيارة جاهزة ومتوقفة في المكان الصحيح. -  فريق Zoomcar Host,
8efb91c76d254b3d843c186f796a9810,listing_starts_late,We recommend to start your listing between ${min_start_time} and ${max_start_time}. Most Zoomcar users prefer to pick cars early in the morning. It gives you a higher chance of getting longer duration bookings & increase your revenue.,ANDROID_PN,Listing starts late,نوصي ببدء قائمتك بين ${min_start_time} و ${max_start_time}. يفضل معظم مستخدمي Zoomcar اختيار السيارات في الصباح الباكر. يمنحك فرصة أكبر للحصول على حجوزات طويلة الأمد وزيادة إيراداتك.,القائمة تبدأ في وقت متأخر
4987ce4c5c3b431db78d7426773bfa62,listing_starts_late,We recommend to start your listing between ${min_start_time} and ${max_start_time}. Most Zoomcar users prefer to pick cars early in the morning. It gives you a higher chance of getting longer duration bookings & increase your revenue.,IOS_PN,Listing starts late,نوصي ببدء قائمتك بين ${min_start_time} و ${max_start_time}. يفضل معظم مستخدمي Zoomcar اختيار السيارات في الصباح الباكر. يمنحك فرصة أكبر للحصول على حجوزات طويلة الأمد وزيادة إيراداتك.,القائمة تبدأ في وقت متأخر
53f0719ca232469ca0232bdcbda9710d,listing_starts_weekend,"We recommend to start your listing from Friday morning ${friday_starts}. It gives you a higher chance of getting longer duration bookings, and increases your revenue.",IOS_PN,Listing starts weekend,نوصي ببدء عرض قائمتك من يوم الجمعة صباحًا ${friday_starts}. يمنحك فرصة أكبر للحصول على حجوزات أطول ، ويزيد من إيراداتك ,يبدأ الإدراج في نهاية الأسبوع
6d84fce7f5634d6f808818abbfa9846f,listing_starts_weekend,"We recommend to start your listing from Friday morning ${friday_starts}. It gives you a higher chance of getting longer duration bookings, and increases your revenue.",ANDROID_PN,Listing starts weekend,نوصي ببدء عرض قائمتك من يوم الجمعة صباحًا ${friday_starts}. يمنحك فرصة أكبر للحصول على حجوزات أطول ، ويزيد من إيراداتك ,يبدأ الإدراج في نهاية الأسبوع
eb34cce8db874c60b268623396f2bcf1,listing_suggestion,Intelligent listings suggestions to maximize your revenue with just one tap.,ANDROID_PN,Listing suggestion,اقتراحات قوائم ذكية لزيادة أرباحك بنقرة واحدة فقط. ,اقتراح القائمة
bed7b4f050dd43e1bd95eb0f9b18dad8,listing_suggestion,Intelligent listings suggestions to maximize your revenue with just one tap.,IOS_PN,Listing suggestion,اقتراحات قوائم ذكية لزيادة أرباحك بنقرة واحدة فقط. ,اقتراح القائمة
2f5b366bbd7e48188d77418461dfb1ec,maintenence_block_during_listing,"An maintenance block is created on your car ${cargroup_name} ${license}, we expect to return your car by ${block_end}.",ANDROID_PN,Maintenence block,تم إنشاء حظر صيانة على سيارتك ${cargroup_name}  {License}، ونتوقع إعادة سيارتك بواسطة ${block_end}. ,كتلة الصيانة
366e7b7d159b45afb12d688cc1a590c6,maintenence_block_during_listing,"An maintenance block is created on your car ${cargroup_name} ${license}, we expect to return your car by ${block_end}.",IOS_PN,Maintenence block,تم إنشاء حظر صيانة على سيارتك ${cargroup_name}  {License}، ونتوقع إعادة سيارتك بواسطة ${block_end}. ,كتلة الصيانة
7e7a428833f94f62a68a943b94557882,maintenence_block_during_listing,"A maintenance block is created on your car ${cargroup_name} ${license}, we expect to return your car by ${block_end}. - Team Zoomcar Host",SMS,,تم إنشاء حظر صيانة لسيارتك ${cargroup_name}  {license}، ونتوقع إعادة سيارتك بواسطة ${block_end}. - فريق Zoomcar Host ,
aa9b72c3672346e582eecfdacfbf4b8f,no show cancellation,Your Listing (${entity_key}) has been cancelled as the car was not made available for the listing.${no_show_charge_text} Details are - ${cargroup_name} ${license} at ${location_address} from ${starts_at} to ${ends_at}. - ${signature},SMS,,تم إلغاء قائمتك (${entity_key}) لأن السيارة لم يتم توفيرها للإدراج. ${no_show_charge_text} التفاصيل - ${cargroup_name} ${license} في ${location_address} من ${starts_at} إلى ${ends_at}. - ${signature} ,
8dd7a626979048f5a126f5e679be2fab,no_recent_listing,"Hey Zoomcar Host, you haven't listed your car in a while. If you are not driving around the woods, click here to list your car and start earning!",IOS_PN,No recent listing,مرحبًا يا صاح، لم تقم بإدراج سيارتك منذ فترة. إذا كنت لا تقود سيارتك حول الغابة، فانقر هنا لإدراج سيارتك والبدء في الكسب! ,لا توجد قائمة حديثة
becb48b54e4b449991a1e745dc74b2d3,no_recent_listing,"Hey Zoomcar Host, you haven't listed your car in a while. If you are not driving around the woods, click here to list your car and start earning!",ANDROID_PN,No recent listing,مرحبًا يا صاح، لم تقم بإدراج سيارتك منذ فترة. إذا كنت لا تقود سيارتك حول الغابة، فانقر هنا لإدراج سيارتك والبدء في الكسب! ,لا توجد قائمة حديثة
41d5df92aee54f2692cfd32a8e37dc50,no_weekend_listing,"Hey Zoomcar Host, the weekend is around and you haven't created a listing yet. If you are not planning a road trip this weekend, tap here to list your car and maximize your earnings!",ANDROID_PN,No weekend listing,مرحبًا يا صاح، نهاية الأسبوع قريبة ولم تقم بإنشاء قائمة حتى الآن. إذا كنت لا تخطط لرحلة برية في نهاية هذا الأسبوع، فانقر هنا لإدراج سيارتك وزيادة أرباحك! ,لا توجد قائمة نهاية الأسبوع
4a7a9f29b16347d7a3796e6e7c5677cd,no_weekend_listing,"Hey Zoomcar Host, the weekend is around and you haven't created a listing yet. If you are not planning a road trip this weekend, tap here to list your car and maximize your earnings!",IOS_PN,No weekend listing,مرحبًا يا صاح، نهاية الأسبوع قريبة ولم تقم بإنشاء قائمة حتى الآن. إذا كنت لا تخطط لرحلة برية في نهاية هذا الأسبوع، فانقر هنا لإدراج سيارتك وزيادة أرباحك! ,لا توجد قائمة نهاية الأسبوع
2d1832dc60e045ae854f78c6e3f231d4,settle_feedback,Click here to rate your Earnings experience.,ANDROID_PN,Your earnings credited to your account!,انقر هنا لتقييم تجربة الأرباح الخاصة بك. ,تقيد أرباحك إلى حسابك!
ab535e9a988c439bbdf35e42d9a09afd,settle_feedback,Click here to rate your Earnings experience.,IOS_PN,Your earnings credited to your account!,انقر هنا لتقييم تجربة الأرباح الخاصة بك. ,تقيد أرباحك إلى حسابك!
5847f8917ece4451ae22acc1df08711b,settle_feedback,"Hey ${subscriber_type}, we have credited the earnings to your bank account for the last payout. Click here ${deep_link} to rate your earnings experience. - ${signature}.",SMS,,مرحبًا ${subscriber_type}، لقد أضفنا الأرباح إلى حسابك المصرفي عن العائد الأخير. انقر هنا ${deep_link} لتقييم تجربة أرباحك. - ${signature}. ,
1c8bb2e866304edc90af4b43be487afd,short_term_listing,"Hey Zoomcar Host, while your car listings are completely flexible, list your car for more than ${min_listing_days} days whenever possible to maximize your earnings!",IOS_PN,Short term listing,مرحبًا يا صاح، في حين أن قوائم سيارتك مرنة تمامًا ، قم بإدراج سيارتك لأكثر من ${min_listing_days} يوم كلما أمكن ذلك لزيادة أرباحك! ,قائمة قصيرة المدى
e541c4496e2e4808afb10b72db7bc80b,short_term_listing,"Hey Zoomcar Host, while your car listings are completely flexible, list your car for more than ${min_listing_days} days whenever possible to maximize your earnings!",ANDROID_PN,Short term listing,مرحبًا يا صاح، في حين أن قوائم سيارتك مرنة تمامًا ، قم بإدراج سيارتك لأكثر من ${min_listing_days} يوم كلما أمكن ذلك لزيادة أرباحك! ,قائمة قصيرة المدى
acf20c6e0ec040b781621e12385b3833,upload_document_amigo,Thank you ${user_name} for showing interest in Team Zoomcar Host. Next step: Follow the link to upload your documents ${tiny_url} - Team Zoomcar,SMS,,شكرًا لك ${user_name} لإبداء اهتمامك بـ Zoomcar Host. الخطوة التالية: اتبع الرابط لتحميل مستنداتك ${tiny_url} - فريق Zoomcar ,
2e2059cf12894f27a85a92a8b83950d2,weekend_listing,We recommend to schedule your listing from Friday morning to Monday morning to maximize your earnings!,ANDROID_PN,Weekend listing,نوصي بجدولة قائمتك من الجمعة صباحًا إلى صباح الاثنين لزيادة أرباحك إلى الحد الأقصى! ,قائمة عطلة نهاية الأسبوع
5657b93b67774d1b9fabcb6b8c27483b,weekend_listing,We recommend to schedule your listing from Friday morning to Monday morning to maximize your earnings!,IOS_PN,Weekend listing,نوصي بجدولة قائمتك من الجمعة صباحًا إلى صباح الاثنين لزيادة أرباحك إلى الحد الأقصى! ,قائمة عطلة نهاية الأسبوع
c895ff102d704f3caa98c0f9227f17a7,weekend_listing,"Hey ${associate_name}, we recommend to schedule your listing from Friday morning to Monday morning to maximize your earnings! - Team Zoomcar Host",SMS,,مرحبًا ${associate_name}، نوصي بجدولة قائمتك من الجمعة صباحًا إلى يوم الاثنين صباحًا لزيادة أرباحك إلى أقصى حد! - فريق Zoomcar Host ,